TrainCategory,TrainId,FromStation,DepartureFromStation,ToStation,ArrivalToStation,Demand,Distance_KM,Electrified,GGVId
L,11_4011,OD/86,303,FA/86,334,10,60.3,true,11_4011_911
L,11_4011,FA/86,338,VJ/86,351,15,25.7,false,11_4011_911
L,11_4011,VJ/86,353,AR/86,398,69,82.8,false,11_4011_911
L,11_4011,AR/86,405,ABL/86,488,125,145.3,false,11_4011_911
L,11_4011,ABL/86,488,End,488,0,0.0,true,11_4011_911
RØ,1204,Start,338,NF/86,338,0,0.0,true,-1
RØ,1204,NF/86,338,KH/86,415,224,144.7,false,-1
RØ,1204,KH/86,415,End,415,0,0.0,true,-1
RØ,1208,Start,398,NF/86,398,0,0.0,true,-1
RØ,1208,NF/86,398,KH/86,475,395,144.7,false,-1
RØ,1208,KH/86,475,End,475,0,0.0,true,-1
IC,121,Start,350,KH/86,350,0,0.0,true,121_2321_421_4121
IC,121,KH/86,350,FA/86,482,212,220.6,true,121_2321_421_4121
IC,121,FA/86,482,End,482,0,0.0,true,121_2321_421_4121
RØ,1212,Start,458,NF/86,458,0,0.0,true,-1
RØ,1212,NF/86,458,KH/86,535,258,144.7,false,-1
RØ,1212,KH/86,535,End,535,0,0.0,true,-1
RØ,1216,Start,518,NF/86,518,0,0.0,true,-1
RØ,1216,NF/86,518,KH/86,595,183,144.7,false,-1
RØ,1216,KH/86,595,End,595,0,0.0,true,-1
M,12191,Start,296,HGL/86,296,0,0.0,true,-1
M,12191,HGL/86,296,KH/86,308,0,5.2,true,-1
M,12191,KH/86,308,End,308,0,0.0,true,-1
M,12196,Start,1003,KH/86,1003,0,0.0,true,-1
M,12196,KH/86,1003,HGL/86,1015,0,5.2,true,-1
M,12196,HGL/86,1015,End,1015,0,0.0,true,-1
M,12198,Start,703,KH/86,703,0,0.0,true,-1
M,12198,KH/86,703,HGL/86,715,0,5.2,true,-1
M,12198,HGL/86,715,End,715,0,0.0,true,-1
M,12199,Start,1085,HGL/86,1085,0,0.0,true,-1
M,12199,HGL/86,1085,KH/86,1097,0,5.2,true,-1
M,12199,KH/86,1097,End,1097,0,0.0,true,-1
RØ,1220,Start,578,NF/86,578,0,0.0,true,1220_1541
RØ,1220,NF/86,578,KH/86,655,100,144.7,false,1220_1541
RØ,1220,KH/86,655,End,655,0,0.0,true,1220_1541
RØ,1221,Start,364,KH/86,364,0,0.0,true,1221_2219_2221_4821
RØ,1221,KH/86,364,NF/86,449,79,144.7,false,1221_2219_2221_4821
RØ,1221,NF/86,449,End,449,0,0.0,true,1221_2219_2221_4821
RØ,1224,Start,638,NF/86,638,0,0.0,true,-1
RØ,1224,NF/86,638,KH/86,715,103,144.7,false,-1
RØ,1224,KH/86,715,End,715,0,0.0,true,-1
RØ,1225,Start,428,KH/86,428,0,0.0,true,-1
RØ,1225,KH/86,428,NF/86,503,165,144.7,false,-1
RØ,1225,NF/86,503,End,503,0,0.0,true,-1
RØ,1228,Start,698,NF/86,698,0,0.0,true,-1
RØ,1228,NF/86,698,KH/86,775,98,144.7,false,-1
RØ,1228,KH/86,775,End,775,0,0.0,true,-1
RØ,1229,Start,488,KH/86,488,0,0.0,true,-1
RØ,1229,KH/86,488,NF/86,563,128,144.7,false,-1
RØ,1229,NF/86,563,End,563,0,0.0,true,-1
RØ,1232,Start,758,NF/86,758,0,0.0,true,-1
RØ,1232,NF/86,758,KH/86,835,99,144.7,false,-1
RØ,1232,KH/86,835,End,835,0,0.0,true,-1
RØ,1233,Start,548,KH/86,548,0,0.0,true,-1
RØ,1233,KH/86,548,NF/86,623,71,144.7,false,-1
RØ,1233,NF/86,623,End,623,0,0.0,true,-1
RØ,1236,Start,818,NF/86,818,0,0.0,true,-1
RØ,1236,NF/86,818,KH/86,895,120,144.7,false,-1
RØ,1236,KH/86,895,End,895,0,0.0,true,-1
RØ,1237,Start,608,KH/86,608,0,0.0,true,-1
RØ,1237,KH/86,608,NF/86,683,71,144.7,false,-1
RØ,1237,NF/86,683,End,683,0,0.0,true,-1
M,12392,Start,1421,KH/86,1421,0,0.0,true,-1
M,12392,KH/86,1421,HGL/86,1431,0,5.2,true,-1
M,12392,HGL/86,1431,End,1431,0,0.0,true,-1
M,12393,Start,471,HGL/86,471,0,0.0,true,-1
M,12393,HGL/86,471,KH/86,485,0,5.2,true,-1
M,12393,KH/86,485,End,485,0,0.0,true,-1
M,12394,Start,1183,KH/86,1183,0,0.0,true,-1
M,12394,KH/86,1183,HGL/86,1193,0,5.2,true,-1
M,12394,HGL/86,1193,End,1193,0,0.0,true,-1
M,12395,Start,725,HGL/86,725,0,0.0,true,-1
M,12395,HGL/86,725,KH/86,737,0,5.2,true,-1
M,12395,KH/86,737,End,737,0,0.0,true,-1
M,12396,Start,943,KH/86,943,0,0.0,true,-1
M,12396,KH/86,943,HGL/86,953,0,5.2,true,-1
M,12396,HGL/86,953,End,953,0,0.0,true,-1
M,12397,Start,844,HGL/86,844,0,0.0,true,-1
M,12397,HGL/86,844,KH/86,857,0,5.2,true,-1
M,12397,KH/86,857,End,857,0,0.0,true,-1
M,12398,Start,823,KH/86,823,0,0.0,true,-1
M,12398,KH/86,823,HGL/86,835,0,5.2,true,-1
M,12398,HGL/86,835,End,835,0,0.0,true,-1
M,12399,Start,949,HGL/86,949,0,0.0,true,-1
M,12399,HGL/86,949,KH/86,962,0,5.2,true,-1
M,12399,KH/86,962,End,962,0,0.0,true,-1
IC,124,Start,596,FA/86,596,0,0.0,true,124_2324_4124_424
IC,124,FA/86,596,KH/86,730,135,220.6,true,124_2324_4124_424
IC,124,KH/86,730,End,730,0,0.0,true,124_2324_4124_424
RØ,1240,Start,878,NF/86,878,0,0.0,true,-1
RØ,1240,NF/86,878,KH/86,955,157,144.7,false,-1
RØ,1240,KH/86,955,End,955,0,0.0,true,-1
RØ,1241,Start,668,KH/86,668,0,0.0,true,-1
RØ,1241,KH/86,668,NF/86,743,67,144.7,false,-1
RØ,1241,NF/86,743,End,743,0,0.0,true,-1
RØ,1244,Start,938,NF/86,938,0,0.0,true,-1
RØ,1244,NF/86,938,KH/86,1015,179,144.7,false,-1
RØ,1244,KH/86,1015,End,1015,0,0.0,true,-1
RØ,1245,Start,728,KH/86,728,0,0.0,true,-1
RØ,1245,KH/86,728,NF/86,803,76,144.7,false,-1
RØ,1245,NF/86,803,End,803,0,0.0,true,-1
RØ,1248,Start,998,NF/86,998,0,0.0,true,-1
RØ,1248,NF/86,998,KH/86,1075,104,144.7,false,-1
RØ,1248,KH/86,1075,End,1075,0,0.0,true,-1
RØ,1249,Start,788,KH/86,788,0,0.0,true,-1
RØ,1249,KH/86,788,NF/86,863,99,144.7,false,-1
RØ,1249,NF/86,863,End,863,0,0.0,true,-1
RØ,1252,Start,1058,NF/86,1058,0,0.0,true,-1
RØ,1252,NF/86,1058,KH/86,1135,64,144.7,false,-1
RØ,1252,KH/86,1135,End,1135,0,0.0,true,-1
RØ,1253,Start,848,KH/86,848,0,0.0,true,-1
RØ,1253,KH/86,848,NF/86,923,161,144.7,false,-1
RØ,1253,NF/86,923,End,923,0,0.0,true,-1
RØ,1256,Start,1118,NF/86,1118,0,0.0,true,1256_1577
RØ,1256,NF/86,1118,KH/86,1195,51,144.7,false,1256_1577
RØ,1256,KH/86,1195,End,1195,0,0.0,true,1256_1577
RØ,1257,Start,908,KH/86,908,0,0.0,true,-1
RØ,1257,KH/86,908,NF/86,983,320,144.7,false,-1
RØ,1257,NF/86,983,End,983,0,0.0,true,-1
IC,125_4125,Start,401,KK/86,401,0,0.0,true,-1
IC,125_4125,KK/86,401,FA/86,542,305,223.7,true,-1
IC,125_4125,FA/86,549,AR/86,608,115,108.5,false,-1
IC,125_4125,AR/86,615,ABL/86,704,77,145.3,false,-1
IC,125_4125,ABL/86,704,End,704,0,0.0,true,-1
RØ,1260,Start,1178,NF/86,1178,0,0.0,true,-1
RØ,1260,NF/86,1178,KH/86,1255,69,144.7,false,-1
RØ,1260,KH/86,1255,End,1255,0,0.0,true,-1
RØ,1261,Start,968,KH/86,968,0,0.0,true,-1
RØ,1261,KH/86,968,NF/86,1043,417,144.7,false,-1
RØ,1261,NF/86,1043,End,1043,0,0.0,true,-1
RØ,1264,Start,1229,NF/86,1229,0,0.0,true,-1
RØ,1264,NF/86,1229,KH/86,1315,77,144.7,false,-1
RØ,1264,KH/86,1315,End,1315,0,0.0,true,-1
RØ,1265,Start,1028,KH/86,1028,0,0.0,true,-1
RØ,1265,KH/86,1028,NF/86,1103,240,144.7,false,-1
RØ,1265,NF/86,1103,End,1103,0,0.0,true,-1
RØ,1268,Start,1286,NF/86,1286,0,0.0,true,-1
RØ,1268,NF/86,1286,KH/86,1374,44,144.7,false,-1
RØ,1268,KH/86,1374,End,1374,0,0.0,true,-1
RØ,1269,Start,1088,KH/86,1088,0,0.0,true,-1
RØ,1269,KH/86,1088,NF/86,1163,138,144.7,false,-1
RØ,1269,NF/86,1163,End,1163,0,0.0,true,-1
RØ,1272,Start,1346,NF/86,1346,0,0.0,true,-1
RØ,1272,NF/86,1346,KH/86,1434,21,144.7,false,-1
RØ,1272,KH/86,1434,End,1434,0,0.0,true,-1
RØ,1273,Start,1148,KH/86,1148,0,0.0,true,-1
RØ,1273,KH/86,1148,NF/86,1223,88,144.7,false,-1
RØ,1273,NF/86,1223,End,1223,0,0.0,true,-1
RØ,1276,Start,1406,NF/86,1406,0,0.0,true,-1
RØ,1276,NF/86,1406,KH/86,1494,10,144.7,false,-1
RØ,1276,KH/86,1494,End,1494,0,0.0,true,-1
RØ,1277,Start,1207,KH/86,1207,0,0.0,true,-1
RØ,1277,KH/86,1207,NF/86,1291,94,144.7,false,-1
RØ,1277,NF/86,1291,End,1291,0,0.0,true,-1
IC,128,Start,656,FA/86,656,0,0.0,true,128_2328_4128_428
IC,128,FA/86,656,KK/86,799,125,223.7,true,128_2328_4128_428
IC,128,KK/86,799,End,799,0,0.0,true,128_2328_4128_428
RØ,1281,Start,1267,KH/86,1267,0,0.0,true,-1
RØ,1281,KH/86,1267,NF/86,1351,99,144.7,false,-1
RØ,1281,NF/86,1351,End,1351,0,0.0,true,-1
RØ,1289,Start,1387,KH/86,1387,0,0.0,true,1289_2089_2291
RØ,1289,KH/86,1387,NF/86,1475,117,144.7,false,1289_2089_2291
RØ,1289,NF/86,1475,End,1475,0,0.0,true,1289_2089_2291
IC,129,Start,461,KK/86,461,0,0.0,true,129_2329_429_4129
IC,129,KK/86,461,FA/86,602,252,223.7,true,129_2329_429_4129
IC,129,FA/86,602,End,602,0,0.0,true,129_2329_429_4129
IC,132,Start,716,FA/86,716,0,0.0,true,132_2332_4132_432
IC,132,FA/86,716,HGL/86,869,165,225.8,true,132_2332_4132_432
IC,132,HGL/86,869,End,869,0,0.0,true,132_2332_4132_432
IC,133,Start,515,HGL/86,515,0,0.0,true,133_2333_433_4133
IC,133,HGL/86,515,FA/86,662,151,225.8,true,133_2333_433_4133
IC,133,FA/86,662,End,662,0,0.0,true,133_2333_433_4133
IC,137,Start,590,KH/86,590,0,0.0,true,137_2337_437_4137
IC,137,KH/86,590,FA/86,722,85,220.6,true,137_2337_437_4137
IC,137,FA/86,722,End,722,0,0.0,true,137_2337_437_4137
IC,140,Start,836,FA/86,836,0,0.0,true,140_2340_4140_440
IC,140,FA/86,836,KK/86,979,236,223.7,true,140_2340_4140_440
IC,140,KK/86,979,End,979,0,0.0,true,140_2340_4140_440
IC,1401_101_4101,Start,12,CPH/86,12,0,0.0,true,-1
IC,1401_101_4101,CPH/86,12,KH/86,25,74,11.8,true,-1
IC,1401_101_4101,KH/86,35,FA/86,177,115,220.6,true,-1
IC,1401_101_4101,FA/86,183,AR/86,248,69,108.5,false,-1
IC,1401_101_4101,AR/86,255,ABL/86,344,69,145.3,false,-1
IC,1401_101_4101,ABL/86,344,End,344,0,0.0,true,-1
IC,1407_107_4107,Start,132,CPH/86,132,0,0.0,true,1407_107_4107_2304
IC,1407_107_4107,CPH/86,132,KH/86,145,15,11.8,true,1407_107_4107_2304
IC,1407_107_4107,KH/86,155,FA/86,295,53,220.6,true,1407_107_4107_2304
IC,1407_107_4107,FA/86,305,AR/86,365,96,108.5,false,1407_107_4107_2304
IC,1407_107_4107,AR/86,372,ABL/86,464,143,145.3,false,1407_107_4107_2304
IC,1407_107_4107,ABL/86,464,End,464,0,0.0,true,1407_107_4107_2304
IC,1413_113,Start,206,CPH/86,206,0,0.0,true,1413_113_2308_2313_413_4113
IC,1413_113,CPH/86,206,KH/86,219,4,11.8,true,1413_113_2308_2313_413_4113
IC,1413_113,KH/86,230,FA/86,362,49,220.6,true,1413_113_2308_2313_413_4113
IC,1413_113,FA/86,362,End,362,0,0.0,true,1413_113_2308_2313_413_4113
IC,1417_117,Start,266,CPH/86,266,0,0.0,true,1417_117_2317_417_4117
IC,1417_117,CPH/86,266,KH/86,279,263,11.8,true,1417_117_2317_417_4117
IC,1417_117,KH/86,290,FA/86,422,107,220.6,true,1417_117_2317_417_4117
IC,1417_117,FA/86,422,End,422,0,0.0,true,1417_117_2317_417_4117
IC,141_4141,Start,650,KH/86,650,0,0.0,true,-1
IC,141_4141,KH/86,650,FA/86,782,121,220.6,true,-1
IC,141_4141,FA/86,789,AR/86,848,111,108.5,false,-1
IC,141_4141,AR/86,855,ABL/86,944,150,145.3,false,-1
IC,141_4141,ABL/86,944,End,944,0,0.0,true,-1
IC,144,Start,896,FA/86,896,0,0.0,true,144_2344_4144_444
IC,144,FA/86,896,HGL/86,1049,262,225.8,true,144_2344_4144_444
IC,144,HGL/86,1049,End,1049,0,0.0,true,144_2344_4144_444
IC,145,Start,701,KK/86,701,0,0.0,true,145_2345_445_4145
IC,145,KK/86,701,FA/86,842,123,223.7,true,145_2345_445_4145
IC,145,FA/86,842,End,842,0,0.0,true,145_2345_445_4145
IC,1472,Start,19,KH/86,19,0,0.0,true,-1
IC,1472,KH/86,19,CPH/86,32,3,11.8,true,-1
IC,1472,CPH/86,32,End,32,0,0.0,true,-1
IC,1476,Start,79,KH/86,79,0,0.0,true,-1
IC,1476,KH/86,79,CPH/86,92,22,11.8,true,-1
IC,1476,CPH/86,92,End,92,0,0.0,true,-1
IC,148,Start,956,FA/86,956,0,0.0,true,148_2348_4148_448
IC,148,FA/86,956,KK/86,1099,187,223.7,true,148_2348_4148_448
IC,148,KK/86,1099,End,1099,0,0.0,true,148_2348_4148_448
IC,1482,Start,163,KH/86,163,0,0.0,true,-1
IC,1482,KH/86,163,CPH/86,177,38,11.8,true,-1
IC,1482,CPH/86,177,End,177,0,0.0,true,-1
IC,1485_185,Start,1286,CPH/86,1286,0,0.0,true,-1
IC,1485_185,CPH/86,1286,KH/86,1300,46,11.8,true,-1
IC,1485_185,KH/86,1310,OD/86,1408,163,160.3,true,-1
IC,1485_185,OD/86,1408,End,1408,0,0.0,true,-1
IC,1489_191,Start,1346,CPH/86,1346,0,0.0,true,-1
IC,1489_191,CPH/86,1346,KH/86,1360,53,11.8,true,-1
IC,1489_191,KH/86,1370,FA/86,1502,340,220.6,true,-1
IC,1489_191,FA/86,1508,AR/86,1578,170,108.5,false,-1
IC,1489_191,AR/86,1578,End,1578,0,0.0,true,-1
IC,149,Start,761,KK/86,761,0,0.0,true,149_2349_449_4149
IC,149,KK/86,761,FA/86,902,141,223.7,true,149_2349_449_4149
IC,149,FA/86,902,End,902,0,0.0,true,149_2349_449_4149
IC,1493_193,Start,1406,CPH/86,1406,0,0.0,true,-1
IC,1493_193,CPH/86,1406,KH/86,1420,59,11.8,true,-1
IC,1493_193,KH/86,1430,OD/86,1528,213,160.3,true,-1
IC,1493_193,OD/86,1528,End,1528,0,0.0,true,-1
RØ,1500,Start,270,KB/86,270,0,0.0,true,-1
RØ,1500,KB/86,270,KK/86,376,115,113.7,false,-1
RØ,1500,KK/86,376,End,376,0,0.0,true,-1
RØ,1504,Start,337,KB/86,337,0,0.0,true,-1
RØ,1504,KB/86,337,KK/86,427,182,113.7,false,-1
RØ,1504,KK/86,427,End,427,0,0.0,true,-1
RØ,1508,Start,397,KB/86,397,0,0.0,true,-1
RØ,1508,KB/86,397,HGL/86,493,402,115.8,false,-1
RØ,1508,HGL/86,493,End,493,0,0.0,true,-1
RØ,1512,Start,457,KB/86,457,0,0.0,true,-1
RØ,1512,KB/86,457,KK/86,547,242,113.7,false,-1
RØ,1512,KK/86,547,End,547,0,0.0,true,-1
RØ,1516,Start,517,KB/86,517,0,0.0,true,1516_2439
RØ,1516,KB/86,517,KK/86,607,183,113.7,false,1516_2439
RØ,1516,KK/86,607,End,607,0,0.0,true,1516_2439
RØ,1517,Start,293,KK/86,293,0,0.0,true,-1
RØ,1517,KK/86,293,KB/86,385,51,113.7,false,-1
RØ,1517,KB/86,385,End,385,0,0.0,true,-1
RØ,1520,Start,577,KB/86,577,0,0.0,true,1520_2443
RØ,1520,KB/86,577,KK/86,667,99,113.7,false,1520_2443
RØ,1520,KK/86,667,End,667,0,0.0,true,1520_2443
RØ,1521,Start,347,HGL/86,347,0,0.0,true,-1
RØ,1521,HGL/86,347,KB/86,445,151,115.8,false,-1
RØ,1521,KB/86,445,End,445,0,0.0,true,-1
RØ,1524,Start,637,KB/86,637,0,0.0,true,1524_2447
RØ,1524,KB/86,637,KK/86,727,129,113.7,false,1524_2447
RØ,1524,KK/86,727,End,727,0,0.0,true,1524_2447
RØ,1525,Start,413,KK/86,413,0,0.0,true,-1
RØ,1525,KK/86,413,KB/86,505,219,113.7,false,-1
RØ,1525,KB/86,505,End,505,0,0.0,true,-1
RØ,1528,Start,697,KB/86,697,0,0.0,true,1528_2451
RØ,1528,KB/86,697,KK/86,787,102,113.7,false,1528_2451
RØ,1528,KK/86,787,End,787,0,0.0,true,1528_2451
RØ,1529,Start,473,KK/86,473,0,0.0,true,-1
RØ,1529,KK/86,473,KB/86,565,166,113.7,false,-1
RØ,1529,KB/86,565,End,565,0,0.0,true,-1
IC,153,Start,821,KK/86,821,0,0.0,true,153_2353_453_4153
IC,153,KK/86,821,FA/86,962,241,223.7,true,153_2353_453_4153
IC,153,FA/86,962,End,962,0,0.0,true,153_2353_453_4153
RØ,1532,Start,757,KB/86,757,0,0.0,true,1532_2455
RØ,1532,KB/86,757,KK/86,847,142,113.7,false,1532_2455
RØ,1532,KK/86,847,End,847,0,0.0,true,1532_2455
RØ,1533,Start,533,KK/86,533,0,0.0,true,1533_2412_3810_4210
RØ,1533,KK/86,533,KB/86,625,95,113.7,false,1533_2412_3810_4210
RØ,1533,KB/86,625,End,625,0,0.0,true,1533_2412_3810_4210
RØ,1536,Start,817,KB/86,817,0,0.0,true,1536_2459_3859_4259
RØ,1536,KB/86,817,KK/86,907,181,113.7,false,1536_2459_3859_4259
RØ,1536,KK/86,907,End,907,0,0.0,true,1536_2459_3859_4259
RØ,1537,Start,593,KK/86,593,0,0.0,true,1537_2416
RØ,1537,KK/86,593,KB/86,685,71,113.7,false,1537_2416
RØ,1537,KB/86,685,End,685,0,0.0,true,1537_2416
RØ,1540,Start,877,KB/86,877,0,0.0,true,-1
RØ,1540,KB/86,877,KK/86,967,282,113.7,false,-1
RØ,1540,KK/86,967,End,967,0,0.0,true,-1
RØ,1541,Start,662,KH/86,662,0,0.0,true,1220_1541
RØ,1541,KH/86,662,KB/86,745,44,110.6,false,1220_1541
RØ,1541,KB/86,745,End,745,0,0.0,true,1220_1541
RØ,1544,Start,937,KB/86,937,0,0.0,true,-1
RØ,1544,KB/86,937,KK/86,1027,220,113.7,false,-1
RØ,1544,KK/86,1027,End,1027,0,0.0,true,-1
RØ,1545,Start,713,KK/86,713,0,0.0,true,-1
RØ,1545,KK/86,713,KB/86,805,80,113.7,false,-1
RØ,1545,KB/86,805,End,805,0,0.0,true,-1
RØ,1548,Start,997,KB/86,997,0,0.0,true,-1
RØ,1548,KB/86,997,KK/86,1087,144,113.7,false,-1
RØ,1548,KK/86,1087,End,1087,0,0.0,true,-1
RØ,1549,Start,773,KK/86,773,0,0.0,true,1549_2428
RØ,1549,KK/86,773,KB/86,865,89,113.7,false,1549_2428
RØ,1549,KB/86,865,End,865,0,0.0,true,1549_2428
RØ,1552,Start,1057,KB/86,1057,0,0.0,true,-1
RØ,1552,KB/86,1057,KK/86,1147,80,113.7,false,-1
RØ,1552,KK/86,1147,End,1147,0,0.0,true,-1
RØ,1553,Start,833,KK/86,833,0,0.0,true,1553_2432
RØ,1553,KK/86,833,KB/86,925,126,113.7,false,1553_2432
RØ,1553,KB/86,925,End,925,0,0.0,true,1553_2432
RØ,1556,Start,1117,KB/86,1117,0,0.0,true,-1
RØ,1556,KB/86,1117,HGL/86,1214,49,115.8,false,-1
RØ,1556,HGL/86,1214,End,1214,0,0.0,true,-1
RØ,1557,Start,893,KK/86,893,0,0.0,true,-1
RØ,1557,KK/86,893,KB/86,985,198,113.7,false,-1
RØ,1557,KB/86,985,End,985,0,0.0,true,-1
IC,156,Start,1076,FA/86,1076,0,0.0,true,156_2356_4156_456
IC,156,FA/86,1076,KK/86,1219,85,223.7,true,156_2356_4156_456
IC,156,KK/86,1219,End,1219,0,0.0,true,156_2356_4156_456
RØ,1560,Start,1177,KB/86,1177,0,0.0,true,1560_2483
RØ,1560,KB/86,1177,KK/86,1266,100,113.7,false,1560_2483
RØ,1560,KK/86,1266,End,1266,0,0.0,true,1560_2483
RØ,1561,Start,953,KK/86,953,0,0.0,true,-1
RØ,1561,KK/86,953,KB/86,1045,280,113.7,false,-1
RØ,1561,KB/86,1045,End,1045,0,0.0,true,-1
RØ,1564,Start,1237,KB/86,1237,0,0.0,true,1564_2487
RØ,1564,KB/86,1237,KK/86,1326,56,113.7,false,1564_2487
RØ,1564,KK/86,1326,End,1326,0,0.0,true,1564_2487
RØ,1565,Start,1013,KK/86,1013,0,0.0,true,-1
RØ,1565,KK/86,1013,KB/86,1105,212,113.7,false,-1
RØ,1565,KB/86,1105,End,1105,0,0.0,true,-1
RØ,1569,Start,1073,KK/86,1073,0,0.0,true,-1
RØ,1569,KK/86,1073,KB/86,1165,132,113.7,false,-1
RØ,1569,KB/86,1165,End,1165,0,0.0,true,-1
RØ,1570_4270,Start,1310,KB/86,1310,0,0.0,true,-1
RØ,1570_4270,KB/86,1310,KH/86,1410,36,110.6,false,-1
RØ,1570_4270,KH/86,1417,HG/86,1472,137,46.2,true,-1
RØ,1570_4270,HG/86,1472,End,1472,0,0.0,true,-1
RØ,1573,Start,1133,KK/86,1133,0,0.0,true,-1
RØ,1573,KK/86,1133,KB/86,1225,78,113.7,false,-1
RØ,1573,KB/86,1225,End,1225,0,0.0,true,-1
RØ,1574,Start,1370,KB/86,1370,0,0.0,true,-1
RØ,1574,KB/86,1370,KH/86,1470,21,110.6,false,-1
RØ,1574,KH/86,1470,End,1470,0,0.0,true,-1
RØ,1577,Start,1202,KH/86,1202,0,0.0,true,1256_1577
RØ,1577,KH/86,1202,KB/86,1285,75,110.6,false,1256_1577
RØ,1577,KB/86,1285,End,1285,0,0.0,true,1256_1577
IC,157_4157,Start,874,HGL/86,874,0,0.0,true,-1
IC,157_4157,HGL/86,874,FA/86,1022,465,225.8,true,-1
IC,157_4157,FA/86,1029,AR/86,1088,151,108.5,false,-1
IC,157_4157,AR/86,1095,ABL/86,1184,61,145.3,false,-1
IC,157_4157,ABL/86,1184,End,1184,0,0.0,true,-1
RØ,1581,Start,1253,KK/86,1253,0,0.0,true,-1
RØ,1581,KK/86,1253,KB/86,1346,123,113.7,false,-1
RØ,1581,KB/86,1346,End,1346,0,0.0,true,-1
RØ,1583,Start,1274,KK/86,1274,0,0.0,true,-1
RØ,1583,KK/86,1274,KB/86,1393,176,113.7,false,-1
RØ,1583,KB/86,1393,End,1393,0,0.0,true,-1
RØ,1587,Start,1343,KK/86,1343,0,0.0,true,-1
RØ,1587,KK/86,1343,KB/86,1453,171,113.7,false,-1
RØ,1587,KB/86,1453,End,1453,0,0.0,true,-1
L,15_4015,Start,366,OD/86,366,0,0.0,true,-1
L,15_4015,OD/86,366,FA/86,394,92,60.3,true,-1
L,15_4015,FA/86,396,VJ/86,409,126,25.7,false,-1
L,15_4015,VJ/86,411,AR/86,455,182,82.8,false,-1
L,15_4015,AR/86,465,ABL/86,548,81,145.3,false,-1
L,15_4015,ABL/86,548,End,548,0,0.0,true,-1
IC,160,Start,1136,FA/86,1136,0,0.0,true,160_2360_4160_460
IC,160,FA/86,1136,KH/86,1270,80,220.6,true,160_2360_4160_460
IC,160,KH/86,1270,End,1270,0,0.0,true,160_2360_4160_460
IC,161,Start,934,HGL/86,934,0,0.0,true,161_2361_461_4161
IC,161,HGL/86,934,FA/86,1082,519,225.8,true,161_2361_461_4161
IC,161,FA/86,1082,End,1082,0,0.0,true,161_2361_461_4161
IC,164,Start,1196,FA/86,1196,0,0.0,true,164_2364_4164_464
IC,164,FA/86,1196,KH/86,1330,92,220.6,true,164_2364_4164_464
IC,164,KH/86,1330,End,1330,0,0.0,true,164_2364_4164_464
IC,165,Start,1001,KK/86,1001,0,0.0,true,165_2365_465_4165
IC,165,KK/86,1001,FA/86,1142,395,223.7,true,165_2365_465_4165
IC,165,FA/86,1142,End,1142,0,0.0,true,165_2365_465_4165
IC,168,Start,1256,FA/86,1256,0,0.0,true,168_2368_4168_468
IC,168,FA/86,1256,KH/86,1390,58,220.6,true,168_2368_4168_468
IC,168,KH/86,1390,End,1390,0,0.0,true,168_2368_4168_468
IC,172,Start,1316,FA/86,1316,0,0.0,true,172_2374_4172_474
IC,172,FA/86,1316,KH/86,1450,61,220.6,true,172_2374_4172_474
