TrainCategory,TrainId,FromStation,DepartureFromStation,ToStation,ArrivalToStation,Demand,Distance_KM,Electrified
L,34,CPH/86,872,End,872,0,0.0,true
L,35,Start,566,CPH/86,566,0,0.0,true
L,35,CPH/86,566,FA/86,694,237,230.2,true
L,35,FA/86,698,VJ/86,711,160,25.7,false
L,35,VJ/86,713,AR/86,758,146,82.8,false
L,35,AR/86,758,End,758,0,0.0,true
L,38,Start,740,AR/86,740,0,0.0,true
L,38,AR/86,740,VJ/86,784,221,82.8,false
L,38,VJ/86,786,FA/86,801,229,25.7,false
L,38,FA/86,807,CPH/86,932,388,230.2,true
L,38,CPH/86,932,End,932,0,0.0,true
L,39,Start,626,CPH/86,626,0,0.0,true
L,39,CPH/86,626,FA/86,754,322,230.2,true
L,39,FA/86,758,VJ/86,771,295,25.7,false
L,39,VJ/86,773,AR/86,818,263,82.8,false
L,39,AR/86,818,End,818,0,0.0,true
L,42,Start,800,AR/86,800,0,0.0,true
L,42,AR/86,800,VJ/86,844,267,82.8,false
L,42,VJ/86,846,FA/86,861,298,25.7,false
L,42,FA/86,867,CPH/86,992,419,230.2,true
L,42,CPH/86,992,End,992,0,0.0,true
L,43,Start,686,CPH/86,686,0,0.0,true
L,43,CPH/86,686,FA/86,814,324,230.2,true
L,43,FA/86,818,VJ/86,831,278,25.7,false
L,43,VJ/86,833,AR/86,878,261,82.8,false
L,43,AR/86,878,End,878,0,0.0,true
L,46,Start,860,AR/86,860,0,0.0,true
L,46,AR/86,860,VJ/86,904,247,82.8,false
L,46,VJ/86,906,FA/86,921,264,25.7,false
L,46,FA/86,927,CPH/86,1052,409,230.2,true
L,46,CPH/86,1052,End,1052,0,0.0,true
L,47,Start,746,CPH/86,746,0,0.0,true
L,47,CPH/86,746,FA/86,874,365,230.2,true
L,47,FA/86,878,VJ/86,891,383,25.7,false
L,47,VJ/86,893,AR/86,938,305,82.8,false
L,47,AR/86,938,End,938,0,0.0,true
L,50,Start,920,AR/86,920,0,0.0,true
L,50,AR/86,920,VJ/86,964,306,82.8,false
L,50,VJ/86,966,FA/86,981,360,25.7,false
L,50,FA/86,987,CPH/86,1112,494,230.2,true
L,50,CPH/86,1112,End,1112,0,0.0,true
L,51,Start,806,CPH/86,806,0,0.0,true
L,51,CPH/86,806,FA/86,934,386,230.2,true
L,51,FA/86,938,VJ/86,951,322,25.7,false
L,51,VJ/86,953,AR/86,998,298,82.8,false
L,51,AR/86,998,End,998,0,0.0,true
L,54,Start,980,AR/86,980,0,0.0,true
L,54,AR/86,980,VJ/86,1024,340,82.8,false
L,54,VJ/86,1026,FA/86,1041,385,25.7,false
L,54,FA/86,1047,CPH/86,1172,393,230.2,true
L,54,CPH/86,1172,End,1172,0,0.0,true
L,55,Start,866,CPH/86,866,0,0.0,true
L,55,CPH/86,866,FA/86,994,441,230.2,true
L,55,FA/86,998,VJ/86,1011,379,25.7,false
L,55,VJ/86,1013,AR/86,1058,330,82.8,false
L,55,AR/86,1058,End,1058,0,0.0,true
L,58,Start,1040,AR/86,1040,0,0.0,true
L,58,AR/86,1040,VJ/86,1084,251,82.8,false
L,58,VJ/86,1086,FA/86,1101,280,25.7,false
L,58,FA/86,1107,CPH/86,1232,309,230.2,true
L,58,CPH/86,1232,End,1232,0,0.0,true
L,59,Start,926,CPH/86,926,0,0.0,true
L,59,CPH/86,926,FA/86,1054,653,230.2,true
L,59,FA/86,1058,VJ/86,1071,407,25.7,false
L,59,VJ/86,1073,AR/86,1118,355,82.8,false
L,59,AR/86,1118,End,1118,0,0.0,true
L,62,Start,1100,AR/86,1100,0,0.0,true
L,62,AR/86,1100,VJ/86,1144,147,82.8,false
L,62,VJ/86,1146,FA/86,1161,139,25.7,false
L,62,FA/86,1167,CPH/86,1292,205,230.2,true
L,62,CPH/86,1292,End,1292,0,0.0,true
L,63,Start,986,CPH/86,986,0,0.0,true
L,63,CPH/86,986,FA/86,1114,589,230.2,true
L,63,FA/86,1118,VJ/86,1131,364,25.7,false
L,63,VJ/86,1133,AR/86,1178,337,82.8,false
L,63,AR/86,1178,End,1178,0,0.0,true
L,66,Start,1160,AR/86,1160,0,0.0,true
L,66,AR/86,1160,VJ/86,1204,106,82.8,false
L,66,VJ/86,1206,FA/86,1221,119,25.7,false
L,66,FA/86,1227,CPH/86,1352,182,230.2,true
L,66,CPH/86,1352,End,1352,0,0.0,true
L,67,Start,1047,CPH/86,1047,0,0.0,true
L,67,CPH/86,1047,FA/86,1174,380,230.2,true
L,67,FA/86,1178,VJ/86,1191,270,25.7,false
L,67,VJ/86,1193,AR/86,1238,233,82.8,false
L,67,AR/86,1238,End,1238,0,0.0,true
L,70,Start,1220,AR/86,1220,0,0.0,true
L,70,AR/86,1220,VJ/86,1264,183,82.8,false
L,70,VJ/86,1266,FA/86,1281,173,25.7,false
L,70,FA/86,1287,CPH/86,1412,170,230.2,true
L,70,CPH/86,1412,End,1412,0,0.0,true
L,71,Start,1106,CPH/86,1106,0,0.0,true
L,71,CPH/86,1106,FA/86,1234,232,230.2,true
L,71,FA/86,1238,VJ/86,1251,208,25.7,false
L,71,VJ/86,1253,AR/86,1298,205,82.8,false
L,71,AR/86,1298,End,1298,0,0.0,true
L,74,Start,1280,AR/86,1280,0,0.0,true
L,74,AR/86,1280,VJ/86,1324,38,82.8,false
L,74,VJ/86,1326,FA/86,1341,15,25.7,false
L,74,FA/86,1341,End,1341,0,0.0,true
L,75,Start,1166,CPH/86,1166,0,0.0,true
L,75,CPH/86,1166,FA/86,1294,248,230.2,true
L,75,FA/86,1298,VJ/86,1311,161,25.7,false
L,75,VJ/86,1313,AR/86,1358,131,82.8,false
L,75,AR/86,1358,End,1358,0,0.0,true
L,79,Start,1226,CPH/86,1226,0,0.0,true
L,79,CPH/86,1226,FA/86,1354,308,230.2,true
L,79,FA/86,1358,VJ/86,1371,116,25.7,false
L,79,VJ/86,1373,AR/86,1418,115,82.8,false
L,79,AR/86,1418,End,1418,0,0.0,true
IC,100,Start,249,OD/86,249,0,0.0,true
IC,100,OD/86,249,KK/86,361,141,163.4,true
IC,100,KK/86,361,End,361,0,0.0,true
IC,101,Start,35,KH/86,35,0,0.0,true
IC,101,KH/86,35,FA/86,177,115,220.6,true
IC,101,FA/86,183,AR/86,248,69,108.5,false
IC,101,AR/86,248,End,248,0,0.0,true
IC,104,Start,296,FA/86,296,0,0.0,true
IC,104,FA/86,296,KK/86,439,319,223.7,true
IC,104,KK/86,439,End,439,0,0.0,true
IC,107,Start,155,KH/86,155,0,0.0,true
IC,107,KH/86,155,FA/86,295,53,220.6,true
IC,107,FA/86,305,AR/86,365,96,108.5,false
IC,107,AR/86,365,End,365,0,0.0,true
IC,112,Start,416,FA/86,416,0,0.0,true
IC,112,FA/86,416,HGL/86,565,391,225.8,true
IC,112,HGL/86,565,End,565,0,0.0,true
IC,113,Start,230,KH/86,230,0,0.0,true
IC,113,KH/86,230,FA/86,362,49,220.6,true
IC,113,FA/86,362,End,362,0,0.0,true
IC,116,Start,476,FA/86,476,0,0.0,true
IC,116,FA/86,476,HGL/86,625,169,225.8,true
IC,116,HGL/86,625,End,625,0,0.0,true
IC,117,Start,290,KH/86,290,0,0.0,true
IC,117,KH/86,290,FA/86,422,107,220.6,true
IC,117,FA/86,422,End,422,0,0.0,true
IC,120,Start,470,AR/86,470,0,0.0,true
IC,120,AR/86,470,FA/86,531,254,108.5,false
IC,120,FA/86,536,KK/86,679,146,223.7,true
IC,120,KK/86,679,End,679,0,0.0,true
IC,121,Start,350,KH/86,350,0,0.0,true
IC,121,KH/86,350,FA/86,482,212,220.6,true
IC,121,FA/86,482,End,482,0,0.0,true
IC,124,Start,596,FA/86,596,0,0.0,true
IC,124,FA/86,596,KH/86,730,135,220.6,true
IC,124,KH/86,730,End,730,0,0.0,true
IC,125,Start,401,KK/86,401,0,0.0,true
IC,125,KK/86,401,FA/86,542,305,223.7,true
IC,125,FA/86,549,AR/86,608,115,108.5,false
IC,125,AR/86,608,End,608,0,0.0,true
IC,128,Start,656,FA/86,656,0,0.0,true
IC,128,FA/86,656,KK/86,799,125,223.7,true
IC,128,KK/86,799,End,799,0,0.0,true
IC,129,Start,461,KK/86,461,0,0.0,true
IC,129,KK/86,461,FA/86,602,252,223.7,true
IC,129,FA/86,602,End,602,0,0.0,true
IC,132,Start,716,FA/86,716,0,0.0,true
IC,132,FA/86,716,HGL/86,869,165,225.8,true
IC,132,HGL/86,869,End,869,0,0.0,true
IC,133,Start,515,HGL/86,515,0,0.0,true
IC,133,HGL/86,515,FA/86,662,151,225.8,true
IC,133,FA/86,662,End,662,0,0.0,true
IC,136,Start,710,AR/86,710,0,0.0,true
IC,136,AR/86,710,FA/86,771,103,108.5,false
IC,136,FA/86,776,HGL/86,929,250,225.8,true
IC,136,HGL/86,929,End,929,0,0.0,true
IC,137,Start,590,KH/86,590,0,0.0,true
IC,137,KH/86,590,FA/86,722,85,220.6,true
IC,137,FA/86,722,End,722,0,0.0,true
IC,140,Start,836,FA/86,836,0,0.0,true
IC,140,FA/86,836,KK/86,979,236,223.7,true
IC,140,KK/86,979,End,979,0,0.0,true
IC,141,Start,650,KH/86,650,0,0.0,true
IC,141,KH/86,650,FA/86,782,121,220.6,true
IC,141,FA/86,789,AR/86,848,111,108.5,false
IC,141,AR/86,848,End,848,0,0.0,true
IC,144,Start,896,FA/86,896,0,0.0,true
IC,144,FA/86,896,HGL/86,1049,262,225.8,true
IC,144,HGL/86,1049,End,1049,0,0.0,true
IC,145,Start,701,KK/86,701,0,0.0,true
IC,145,KK/86,701,FA/86,842,123,223.7,true
IC,145,FA/86,842,End,842,0,0.0,true
IC,148,Start,956,FA/86,956,0,0.0,true
IC,148,FA/86,956,KK/86,1099,187,223.7,true
IC,148,KK/86,1099,End,1099,0,0.0,true
IC,149,Start,761,KK/86,761,0,0.0,true
IC,149,KK/86,761,FA/86,902,141,223.7,true
IC,149,FA/86,902,End,902,0,0.0,true
IC,152,Start,950,AR/86,950,0,0.0,true
IC,152,AR/86,950,FA/86,1011,149,108.5,false
IC,152,FA/86,1016,KH/86,1150,145,220.6,true
IC,152,KH/86,1150,End,1150,0,0.0,true
IC,153,Start,821,KK/86,821,0,0.0,true
IC,153,KK/86,821,FA/86,962,241,223.7,true
IC,153,FA/86,962,End,962,0,0.0,true
IC,156,Start,1076,FA/86,1076,0,0.0,true
IC,156,FA/86,1076,KK/86,1219,85,223.7,true
IC,156,KK/86,1219,End,1219,0,0.0,true
IC,157,Start,874,HGL/86,874,0,0.0,true
IC,157,HGL/86,874,FA/86,1022,465,225.8,true
IC,157,FA/86,1029,AR/86,1088,151,108.5,false
IC,157,AR/86,1088,End,1088,0,0.0,true
IC,160,Start,1136,FA/86,1136,0,0.0,true
IC,160,FA/86,1136,KH/86,1270,80,220.6,true
IC,160,KH/86,1270,End,1270,0,0.0,true
IC,161,Start,934,HGL/86,934,0,0.0,true
IC,161,HGL/86,934,FA/86,1082,519,225.8,true
IC,161,FA/86,1082,End,1082,0,0.0,true
IC,164,Start,1196,FA/86,1196,0,0.0,true
IC,164,FA/86,1196,KH/86,1330,92,220.6,true
IC,164,KH/86,1330,End,1330,0,0.0,true
IC,165,Start,1001,KK/86,1001,0,0.0,true
IC,165,KK/86,1001,FA/86,1142,395,223.7,true
IC,165,FA/86,1142,End,1142,0,0.0,true
IC,168,Start,1256,FA/86,1256,0,0.0,true
IC,168,FA/86,1256,KH/86,1390,58,220.6,true
IC,168,KH/86,1390,End,1390,0,0.0,true
IC,172,Start,1316,FA/86,1316,0,0.0,true
IC,172,FA/86,1316,KH/86,1450,61,220.6,true
IC,172,KH/86,1450,End,1450,0,0.0,true
IC,173,Start,1121,KK/86,1121,0,0.0,true
IC,173,KK/86,1121,FA/86,1262,130,223.7,true
IC,173,FA/86,1262,End,1262,0,0.0,true
IC,176,Start,1310,AR/86,1310,0,0.0,true
IC,176,AR/86,1310,FA/86,1371,82,108.5,false
IC,176,FA/86,1376,KH/86,1510,68,220.6,true
IC,176,KH/86,1510,End,1510,0,0.0,true
IC,177,Start,1174,HGL/86,1174,0,0.0,true
IC,177,HGL/86,1174,FA/86,1322,125,225.8,true
IC,177,FA/86,1322,End,1322,0,0.0,true
IC,181,Start,1250,KH/86,1250,0,0.0,true
IC,181,KH/86,1250,FA/86,1382,166,220.6,true
IC,181,FA/86,1388,AR/86,1458,31,108.5,false
IC,181,AR/86,1458,End,1458,0,0.0,true
IC,182,Start,1370,AR/86,1370,0,0.0,true
IC,182,AR/86,1370,FA/86,1431,53,108.5,false
IC,182,FA/86,1436,KH/86,1585,84,220.6,true
IC,182,KH/86,1585,End,1585,0,0.0,true
IC,185,Start,1310,KH/86,1310,0,0.0,true
IC,185,KH/86,1310,OD/86,1408,163,160.3,true
IC,185,OD/86,1408,End,1408,0,0.0,true
IC,190,Start,40,AR/86,40,0,0.0,true
IC,190,AR/86,40,FA/86,111,35,108.5,false
IC,190,FA/86,116,KH/86,265,151,220.6,true
IC,190,KH/86,265,End,265,0,0.0,true
IC,191,Start,1370,KH/86,1370,0,0.0,true
IC,191,KH/86,1370,FA/86,1502,340,220.6,true
IC,191,FA/86,1508,AR/86,1578,170,108.5,false
IC,191,AR/86,1578,End,1578,0,0.0,true
IC,193,Start,1430,KH/86,1430,0,0.0,true
IC,193,KH/86,1430,OD/86,1528,213,160.3,true
IC,193,OD/86,1528,End,1528,0,0.0,true
RØ,200,Start,320,RO/86,320,0,0.0,true
RØ,200,RO/86,320,CPH/86,354,60,37.9,true
RØ,200,CPH/86,354,End,354,0,0.0,true
IC,202,Start,307,OD/86,307,0,0.0,true
IC,202,OD/86,307,CPH/86,414,162,166.9,true
IC,202,CPH/86,414,End,414,0,0.0,true
IC,206,Start,369,OD/86,369,0,0.0,true
IC,206,OD/86,369,CPH/86,474,249,166.9,true
IC,206,CPH/86,474,End,474,0,0.0,true
IC,208,Start,429,OD/86,429,0,0.0,true
IC,208,OD/86,429,CPH/86,534,238,166.9,true
IC,208,CPH/86,534,End,534,0,0.0,true
IC,214,Start,490,OD/86,490,0,0.0,true
IC,214,OD/86,490,CPH/86,594,143,166.9,true
IC,214,CPH/86,594,End,594,0,0.0,true
RØ,218,Start,584,SG/86,584,0,0.0,true
RØ,218,SG/86,584,CPH/86,654,70,99.5,true
RØ,218,CPH/86,654,End,654,0,0.0,true
RØ,222,Start,644,SG/86,644,0,0.0,true
RØ,222,SG/86,644,CPH/86,714,74,99.5,true
RØ,222,CPH/86,714,End,714,0,0.0,true
IC,223,Start,365,CPH/86,365,0,0.0,true
IC,223,CPH/86,365,OD/86,468,188,166.9,true
IC,223,OD/86,468,End,468,0,0.0,true
RØ,226,Start,704,SG/86,704,0,0.0,true
RØ,226,SG/86,704,CPH/86,774,87,99.5,true
RØ,226,CPH/86,774,End,774,0,0.0,true
IC,227,Start,425,CPH/86,425,0,0.0,true
IC,227,CPH/86,425,OD/86,530,208,166.9,true
IC,227,OD/86,530,End,530,0,0.0,true
RØ,230,Start,764,SG/86,764,0,0.0,true
RØ,230,SG/86,764,CPH/86,834,74,99.5,true
RØ,230,CPH/86,834,End,834,0,0.0,true
RØ,231,Start,485,CPH/86,485,0,0.0,true
RØ,231,CPH/86,485,SG/86,555,109,99.5,true
RØ,231,SG/86,555,End,555,0,0.0,true
RØ,234,Start,824,SG/86,824,0,0.0,true
RØ,234,SG/86,824,CPH/86,894,134,99.5,true
RØ,234,CPH/86,894,End,894,0,0.0,true
RØ,235,Start,545,CPH/86,545,0,0.0,true
RØ,235,CPH/86,545,SG/86,615,72,99.5,true
RØ,235,SG/86,615,End,615,0,0.0,true
IC,238,Start,849,OD/86,849,0,0.0,true
IC,238,OD/86,849,CPH/86,954,218,166.9,true
IC,238,CPH/86,954,End,954,0,0.0,true
RØ,239,Start,605,CPH/86,605,0,0.0,true
RØ,239,CPH/86,605,SG/86,675,46,99.5,true
RØ,239,SG/86,675,End,675,0,0.0,true
IC,242,Start,909,OD/86,909,0,0.0,true
IC,242,OD/86,909,CPH/86,1014,179,166.9,true
IC,242,CPH/86,1014,End,1014,0,0.0,true
RØ,243,Start,665,CPH/86,665,0,0.0,true
RØ,243,CPH/86,665,SG/86,735,42,99.5,true
RØ,243,SG/86,735,End,735,0,0.0,true
IC,246,Start,969,OD/86,969,0,0.0,true
IC,246,OD/86,969,CPH/86,1074,97,166.9,true
IC,246,CPH/86,1074,End,1074,0,0.0,true
RØ,247,Start,725,CPH/86,725,0,0.0,true
RØ,247,CPH/86,725,SG/86,795,42,99.5,true
RØ,247,SG/86,795,End,795,0,0.0,true
IC,250,Start,1029,OD/86,1029,0,0.0,true
IC,250,OD/86,1029,CPH/86,1134,70,166.9,true
IC,250,CPH/86,1134,End,1134,0,0.0,true
IC,251,Start,785,CPH/86,785,0,0.0,true
IC,251,CPH/86,785,OD/86,890,138,166.9,true
IC,251,OD/86,890,End,890,0,0.0,true
RØ,254,Start,1124,SG/86,1124,0,0.0,true
RØ,254,SG/86,1124,CPH/86,1194,44,99.5,true
RØ,254,CPH/86,1194,End,1194,0,0.0,true
IC,255,Start,845,CPH/86,845,0,0.0,true
IC,255,CPH/86,845,OD/86,950,217,166.9,true
IC,255,OD/86,950,End,950,0,0.0,true
RØ,258,Start,1184,SG/86,1184,0,0.0,true
RØ,258,SG/86,1184,CPH/86,1254,63,99.5,true
RØ,258,CPH/86,1254,End,1254,0,0.0,true
IC,259,Start,905,CPH/86,905,0,0.0,true
IC,259,CPH/86,905,OD/86,1010,347,166.9,true
IC,259,OD/86,1010,End,1010,0,0.0,true
RØ,262,Start,1244,SG/86,1244,0,0.0,true
RØ,262,SG/86,1244,CPH/86,1314,27,99.5,true
RØ,262,CPH/86,1314,End,1314,0,0.0,true
IC,263,Start,965,CPH/86,965,0,0.0,true
IC,263,CPH/86,965,OD/86,1070,248,166.9,true
IC,263,OD/86,1070,End,1070,0,0.0,true
RØ,266,Start,1340,RO/86,1340,0,0.0,true
RØ,266,RO/86,1340,CPH/86,1374,12,37.9,true
RØ,266,CPH/86,1374,End,1374,0,0.0,true
RØ,267,Start,1025,CPH/86,1025,0,0.0,true
RØ,267,CPH/86,1025,SG/86,1095,87,99.5,true
RØ,267,SG/86,1095,End,1095,0,0.0,true
RØ,270,Start,1400,RO/86,1400,0,0.0,true
RØ,270,RO/86,1400,CPH/86,1434,10,37.9,true
RØ,270,CPH/86,1434,End,1434,0,0.0,true
RØ,271,Start,1085,CPH/86,1085,0,0.0,true
RØ,271,CPH/86,1085,SG/86,1155,69,99.5,true
RØ,271,SG/86,1155,End,1155,0,0.0,true
RØ,274,Start,20,RO/86,20,0,0.0,true
RØ,274,RO/86,20,CPH/86,54,13,37.9,true
RØ,274,CPH/86,54,End,54,0,0.0,true
RØ,275,Start,1145,CPH/86,1145,0,0.0,true
RØ,275,CPH/86,1145,SG/86,1215,44,99.5,true
RØ,275,SG/86,1215,End,1215,0,0.0,true
RØ,279,Start,1205,CPH/86,1205,0,0.0,true
RØ,279,CPH/86,1205,SG/86,1275,64,99.5,true
RØ,279,SG/86,1275,End,1275,0,0.0,true
RØ,283,Start,1265,CPH/86,1265,0,0.0,true
RØ,283,CPH/86,1265,RO/86,1299,73,37.9,true
RØ,283,RO/86,1299,End,1299,0,0.0,true
RØ,287,Start,1325,CPH/86,1325,0,0.0,true
RØ,287,CPH/86,1325,RO/86,1359,24,37.9,true
RØ,287,RO/86,1359,End,1359,0,0.0,true
RØ,291,Start,1385,CPH/86,1385,0,0.0,true
RØ,291,CPH/86,1385,RO/86,1419,35,37.9,true
RØ,291,RO/86,1419,End,1419,0,0.0,true
RØ,295,Start,5,CPH/86,5,0,0.0,true
RØ,295,CPH/86,5,RO/86,39,9,37.9,true
RØ,295,RO/86,39,End,39,0,0.0,true
EX,392,Start,1130,HMB/80,1130,0,0.0,true
EX,392,HMB/80,1130,KH/86,1417,25,506.1,true
EX,392,KH/86,1417,End,1417,0,0.0,true
EX,393,Start,502,KH/86,502,0,0.0,true
EX,393,KH/86,502,HMB/80,786,229,506.1,true
EX,393,HMB/80,786,End,786,0,0.0,true
EX,394,Start,893,HMB/80,893,0,0.0,true
EX,394,HMB/80,893,KH/86,1178,232,506.1,true
EX,394,KH/86,1178,End,1178,0,0.0,true
EX,395,Start,742,KH/86,742,0,0.0,true
EX,395,KH/86,742,HMB/80,1024,282,506.1,true
EX,395,HMB/80,1024,End,1024,0,0.0,true
EX,396,Start,653,HMB/80,653,0,0.0,true
EX,396,HMB/80,653,KH/86,938,274,506.1,true
EX,396,KH/86,938,End,938,0,0.0,true
EX,397,Start,862,KH/86,862,0,0.0,true
EX,397,KH/86,862,HMB/80,1144,149,506.1,true
EX,397,HMB/80,1144,End,1144,0,0.0,true
EX,398,Start,535,HMB/80,535,0,0.0,true
EX,398,HMB/80,535,KH/86,818,243,506.1,true
EX,398,KH/86,818,End,818,0,0.0,true
EX,399,Start,982,KH/86,982,0,0.0,true
EX,399,KH/86,982,HMB/80,1264,201,506.1,true
EX,399,HMB/80,1264,End,1264,0,0.0,true
IC,412,Start,350,AR/86,350,0,0.0,true
IC,412,AR/86,350,FA/86,409,162,108.5,false
IC,412,FA/86,409,End,409,0,0.0,true
IC,413,Start,369,FA/86,369,0,0.0,true
IC,413,FA/86,369,AR/86,428,167,108.5,false
IC,413,AR/86,428,End,428,0,0.0,true
IC,416,Start,410,AR/86,410,0,0.0,true
IC,416,AR/86,410,FA/86,469,239,108.5,false
IC,416,FA/86,469,End,469,0,0.0,true
IC,417,Start,429,FA/86,429,0,0.0,true
IC,417,FA/86,429,AR/86,488,213,108.5,false
IC,417,AR/86,488,End,488,0,0.0,true
IC,421,Start,489,FA/86,489,0,0.0,true
IC,421,FA/86,489,AR/86,548,138,108.5,false
IC,421,AR/86,548,End,548,0,0.0,true
IC,424,Start,530,AR/86,530,0,0.0,true
IC,424,AR/86,530,FA/86,589,151,108.5,false
IC,424,FA/86,589,End,589,0,0.0,true
IC,428,Start,590,AR/86,590,0,0.0,true
IC,428,AR/86,590,FA/86,649,69,108.5,false
IC,428,FA/86,649,End,649,0,0.0,true
IC,429,Start,609,FA/86,609,0,0.0,true
IC,429,FA/86,609,AR/86,668,92,108.5,false
IC,429,AR/86,668,End,668,0,0.0,true
IC,432,Start,650,AR/86,650,0,0.0,true
IC,432,AR/86,650,FA/86,709,96,108.5,false
IC,432,FA/86,709,End,709,0,0.0,true
IC,433,Start,669,FA/86,669,0,0.0,true
IC,433,FA/86,669,AR/86,728,119,108.5,false
IC,433,AR/86,728,End,728,0,0.0,true
IC,437,Start,729,FA/86,729,0,0.0,true
IC,437,FA/86,729,AR/86,788,135,108.5,false
IC,437,AR/86,788,End,788,0,0.0,true
IC,440,Start,770,AR/86,770,0,0.0,true
IC,440,AR/86,770,FA/86,829,113,108.5,false
IC,440,FA/86,829,End,829,0,0.0,true
IC,444,Start,830,AR/86,830,0,0.0,true
IC,444,AR/86,830,FA/86,889,230,108.5,false
IC,444,FA/86,889,End,889,0,0.0,true
IC,445,Start,849,FA/86,849,0,0.0,true
IC,445,FA/86,849,AR/86,908,217,108.5,false
IC,445,AR/86,908,End,908,0,0.0,true
IC,448,Start,890,AR/86,890,0,0.0,true
IC,448,AR/86,890,FA/86,949,127,108.5,false
IC,448,FA/86,949,End,949,0,0.0,true
IC,449,Start,909,FA/86,909,0,0.0,true
IC,449,FA/86,909,AR/86,968,286,108.5,false
IC,449,AR/86,968,End,968,0,0.0,true
IC,453,Start,969,FA/86,969,0,0.0,true
IC,453,FA/86,969,AR/86,1028,231,108.5,false
IC,453,AR/86,1028,End,1028,0,0.0,true
IC,456,Start,1010,AR/86,1010,0,0.0,true
IC,456,AR/86,1010,FA/86,1069,151,108.5,false
IC,456,FA/86,1069,End,1069,0,0.0,true
IC,460,Start,1070,AR/86,1070,0,0.0,true
IC,460,AR/86,1070,FA/86,1129,87,108.5,false
IC,460,FA/86,1129,End,1129,0,0.0,true
IC,461,Start,1089,FA/86,1089,0,0.0,true
IC,461,FA/86,1089,AR/86,1148,128,108.5,false
IC,461,AR/86,1148,End,1148,0,0.0,true
